Label,Degree,PageRank,Eigenvector Centrality
MichaelGray1,0,0.0,0.0
Imtheweezel,0,0.0,0.0
sjbphoto,0,0.0,0.0
BenJ.Myers,0,0.0,0.0
Daniel8,0,0.0,0.0
kenneth eckstein,0,0.0,0.0
Wikileaks is Democracy,2,8.114785345920482E-4,0.0
andrewtbaker,0,0.0,0.0
jason.blosser,0,0.0,0.0
None of your business,0,0.0,0.0
kwit_r,0,0.0,0.0
jacobvo,0,0.0,0.0
patrickjmcna,0,0.0,0.0
RandyH,0,0.0,0.0
jdmr,0,0.0,0.0
Poach,2,8.114785345920482E-4,0.0
MarcBritten,0,0.0,0.0
electricshame,0,0.0,0.0
JackHarkness,0,0.0,0.0
janicebethgregg,0,0.0,0.0
Vito74,0,0.0,0.0
brian1,0,0.0,0.0
eldersignin1,5,8.114785345920482E-4,0.0
Neil Ticktin,0,0.0,0.0
thenickfox,0,0.0,0.0
CurtVendel,0,0.0,0.0
peezinapod,0,0.0,0.0
deckert,0,0.0,0.0
ICregular,0,0.0,0.0
MichaelFuentes-VasquesWilson,0,0.0,0.0
Anthony1,4,8.114785345920482E-4,0.0
RobOrtenzi,0,0.0,0.0
DavidJSwift,0,0.0,0.0
skippykawakami,0,0.0,0.0
jwardell,0,0.0,0.0
alkali19,0,0.0,0.0
boba2z,0,0.0,0.0
michaelswope,2,8.114785345920482E-4,0.0
eideard,4,8.114785345920482E-4,0.0
VickysandhuSandhu,0,0.0,0.0
CraigHart,0,0.0,0.0
salblossom,0,0.0,0.0
detrichwong1,2,8.114785345920482E-4,0.0
Gonji,0,0.0,0.0
joshfofer,5,8.114785345920482E-4,0.0
vlxtone,0,0.0,0.0
RichardNichols,0,0.0,0.0
bloviator36,0,0.0,0.0
brooskie2,3,8.114785345920482E-4,0.0
alansky,8,8.114785345920482E-4,0.0
jmg3rd,0,0.0,0.0
brendancoots,4,8.114785345920482E-4,0.0
noumena9,0,0.0,0.0
Staplekid,0,0.0,0.0
edwatts07,0,0.0,0.0
ScottMyers,0,0.0,0.0
dennis.pasco,0,0.0,0.0
pmoller47,0,0.0,0.0
jason8,0,0.0,0.0
BillOlson,5,8.114785345920482E-4,0.0
JamesMcLaughlin,0,0.0,0.0
Joe Mama,0,0.0,0.0
mail.g.priyanka,3,8.114785345920482E-4,0.0
ThomasFredrikAverin,0,0.0,0.0
war_n_peace,0,0.0,0.0
jpbl1976,7,8.114785345920482E-4,0.0
edchick,0,0.0,0.0
TarekYassine,0,0.0,0.0
TheBreen,1,8.114785345920482E-4,0.0
mercilesscashew,0,0.0,0.0
rgldrslv,0,0.0,0.0
DREGstudios,0,0.0,0.0
truxhor,0,0.0,0.0
ea.bigapple,0,0.0,0.0
ChristianStiehl,0,0.0,0.0
david.ethell,3,8.114785345920482E-4,0.0
Tipop,2,8.114785345920482E-4,0.0
cbird,0,0.0,0.0
J P,0,0.0,0.0
jsuisman,0,0.0,0.0
B.M.F.M.,0,0.0,0.0
AndrewSumowski,0,0.0,0.0
emosterd,2,8.114785345920482E-4,0.0
MattNadler,0,0.0,0.0
Jason Burns,0,0.0,0.0
HillyardSimon,0,0.0,0.0
Giolon,0,0.0,0.0
Jacoch,1,8.114785345920482E-4,0.0
peterjohnson6502,7,8.114785345920482E-4,0.0
markamunoz,6,8.114785345920482E-4,0.0
MichaelMurdock,4,8.114785345920482E-4,0.0
smittyrx,0,0.0,0.0
katmandu,2,8.114785345920482E-4,0.0
moore0sarah,0,0.0,0.0
SeanSolo,0,0.0,0.0
Thomas Nemrac,0,0.0,0.0
WesleyBohannon,0,0.0,0.0
BrianPlautz,0,0.0,0.0
ChrisLohroff,0,0.0,0.0
kewlfocus,0,0.0,0.0
TillKrueger,0,0.0,0.0
Peterpro2012,0,0.0,0.0
saadepunjabb1,0,0.0,0.0
ADofThings,0,0.0,0.0
ijwtesting,0,0.0,0.0
reyno7771,0,0.0,0.0
gcraya,0,0.0,0.0
stuyjcp,0,0.0,0.0
garethburleigh,0,0.0,0.0
AndreMoore,0,0.0,0.0
jyuichi,0,0.0,0.0
TheSportsResume,0,0.0,0.0
toddmartin07,0,0.0,0.0
AndrewTim,0,0.0,0.0
jason.a.pearl,0,0.0,0.0
joeunrue,2,8.114785345920482E-4,0.0
samunplugged,0,0.0,0.0
BenYves,0,0.0,0.0
MILE,0,0.0,0.0
Conrad_Metcalf,0,0.0,0.0
May,2,8.114785345920482E-4,0.0
harryngh,0,0.0,0.0
steluci,7,8.114785345920482E-4,0.0
Dishwater,5,8.114785345920482E-4,0.0
illiniry,0,0.0,0.0
theblackestsheep,0,0.0,0.0
mark.calhoun,0,0.0,0.0
JakobSeverinsen,0,0.0,0.0
MichaelScottAllen,0,0.0,0.0
JonathanAbreu,0,0.0,0.0
JasonDavies,0,0.0,0.0
TuanBui,1,8.114785345920482E-4,0.0
dalolmanhasdastuff,0,0.0,0.0
Ed_Faulkner,0,0.0,0.0
Kenster4000,0,0.0,0.0
MrJulioManuel,0,0.0,0.0
Tool022611,2,8.114785345920482E-4,0.0
RitchieRich,0,0.0,0.0
Alex1,6,8.114785345920482E-4,0.0
mymagiccircus,0,0.0,0.0
flux887,0,0.0,0.0
kenjancef,0,0.0,0.0
bones_boy,11,8.114785345920482E-4,0.0
NamanGoel,0,0.0,0.0
justinburrow84,0,0.0,0.0
tracyevans,0,0.0,0.0
mchojnac,0,0.0,0.0
bvh,0,0.0,0.0
waimearock,0,0.0,0.0
GospelTheGrey,0,0.0,0.0
JohanHusak,0,0.0,0.0
Jeffrey Sternfeld,0,0.0,0.0
derek.e.land,0,0.0,0.0
compunutz1,0,0.0,0.0
Garbled1,7,8.114785345920482E-4,0.0
RussJohnson1,0,0.0,0.0
Hands Game,0,0.0,0.0
MatthewHeidenreich,0,0.0,0.0
rachel,0,0.0,0.0
crisisdog,0,0.0,0.0
Alex2,0,0.0,0.0
robyn5sjw,0,0.0,0.0
rjbritt071,1,8.114785345920482E-4,0.0
JoshWalker,0,0.0,0.0
TerrysTwoCents,0,0.0,0.0
chasricciardi,0,0.0,0.0
laughlin.william,0,0.0,0.0
macfixer,0,0.0,0.0
kevolution,0,0.0,0.0
jacklink01,0,0.0,0.0
megascott,0,0.0,0.0
gabeb2000,0,0.0,0.0
Rmpmw,0,0.0,0.0
RobLombardo,0,0.0,0.0
RomanMestas,0,0.0,0.0
perrohunter,0,0.0,0.0
DaveHalliwell,0,0.0,0.0
Jerry2,0,0.0,0.0
seattleparrot,0,0.0,0.0
mvneufeld,0,0.0,0.0
bfred_it,0,0.0,0.0
jaydisc,0,0.0,0.0
bpingel,0,0.0,0.0
shanecbryson,2,8.114785345920482E-4,0.0
YoFace,0,0.0,0.0
Nunya,0,0.0,0.0
bernie.dekok,0,0.0,0.0
lolhipster,0,0.0,0.0
macenzo,0,0.0,0.0
tomkins,0,0.0,0.0
Yogs_Vzla,0,0.0,0.0
AdrianCampbell,0,0.0,0.0
RichardShort,0,0.0,0.0
RWDY,3,8.114785345920482E-4,0.0
LenWilliams,6,8.114785345920482E-4,0.0
WarrenVerlyn,2,8.114785345920482E-4,0.0
bullet678,0,0.0,0.0
ThomasFry,0,0.0,0.0
IanBand,5,8.114785345920482E-4,0.0
TheGrogor,1,8.114785345920482E-4,0.0
dno_bot,0,0.0,0.0
frzfryd,0,0.0,0.0
TheLip,0,0.0,0.0
rob.bezzi,0,0.0,0.0
NeeravKothari,0,0.0,0.0
Cowicide,6,8.114785345920482E-4,0.0
The Robot,0,0.0,0.0
JaredL.Tomlinson,0,0.0,0.0
ShafeequeAkp,0,0.0,0.0
jeffreyt,0,0.0,0.0
slicecom,0,0.0,0.0
billyok,7,8.114785345920482E-4,0.0
keith.smith4147,2,8.114785345920482E-4,0.0
ZippoS,0,0.0,0.0
MartyEstes,0,0.0,0.0
pluser.timonthy81,0,0.0,0.0
DanielaLoringan,0,0.0,0.0
topcargames,0,0.0,0.0
HussainAnwar,0,0.0,0.0
DiamondDNice,0,0.0,0.0
ttringle1,0,0.0,0.0
origamislayer,0,0.0,0.0
stationstops,0,0.0,0.0
SeanCarr,3,8.114785345920482E-4,0.0
jzuhone1,0,0.0,0.0
causticmango,0,0.0,0.0
cskinner79,4,8.114785345920482E-4,0.0
Alexis,6,8.114785345920482E-4,0.0
sdt33,0,0.0,0.0
andrew.quinn2,0,0.0,0.0
digitalsedition,0,0.0,0.0
JustusPaiewonsky,0,0.0,0.0
irishman824,0,0.0,0.0
SamHulick,0,0.0,0.0
Kenlex,0,0.0,0.0
mprogano,0,0.0,0.0
mitchp,0,0.0,0.0
DavidGaian,0,0.0,0.0
SteffenB70,0,0.0,0.0
gi1game5h,0,0.0,0.0
WetMogwai,0,0.0,0.0
JoeStephens,0,0.0,0.0
scouter864,0,0.0,0.0
sp3ktr3,0,0.0,0.0
DuncanMoran,0,0.0,0.0
lucac81,0,0.0,0.0
bathompso,0,0.0,0.0
ChrisStone,0,0.0,0.0
4thand26,0,0.0,0.0
justinpak,0,0.0,0.0
falkorguy,0,0.0,0.0
achopra,0,0.0,0.0
Shark17,0,0.0,0.0
Hannah,0,0.0,0.0
back_after_this,0,0.0,0.0
CurtisBland,0,0.0,0.0
FrankDagnese,0,0.0,0.0
RichardStifle,0,0.0,0.0
seamuskrat,0,0.0,0.0
kestinen,0,0.0,0.0
sgpaul1973,0,0.0,0.0
udog,0,0.0,0.0
brannman27,0,0.0,0.0
robsfx,0,0.0,0.0
FrankScallo,0,0.0,0.0
David4,0,0.0,0.0
alexclst,0,0.0,0.0
SeanSykes,5,8.114785345920482E-4,0.0
ianc14,4,8.114785345920482E-4,0.0
happywaffle,0,0.0,0.0
jaredharbour,0,0.0,0.0
marsblaster,0,0.0,0.0
gwenchanteur,0,0.0,0.0
TarahToth,0,0.0,0.0
rushnaali25,0,0.0,0.0
ocean,0,0.0,0.0
sstaver,3,8.114785345920482E-4,0.0
TheMoreYouNerd,0,0.0,0.0
verybradthings,0,0.0,0.0
Heni,0,0.0,0.0
dacloo,0,0.0,0.0
martijnpolman,0,0.0,0.0
ChrisAndrews,0,0.0,0.0
Ludwik,0,0.0,0.0
FlatFootFox,0,0.0,0.0
lakegrovefiremarshal,0,0.0,0.0
Sammy_R78,0,0.0,0.0
cnunezmd,0,0.0,0.0
derolfrye,0,0.0,0.0
AntonioMoro,0,0.0,0.0
celestalia,0,0.0,0.0
RohinHattiangadi,0,0.0,0.0
JeffStephen,0,0.0,0.0
KennyVdw,0,0.0,0.0
richard5,0,0.0,0.0
juremes,0,0.0,0.0
piolab.com,0,0.0,0.0
jollyllama,0,0.0,0.0
ajnas,0,0.0,0.0
qpes,0,0.0,0.0
timepilot84,0,0.0,0.0
petesopete,0,0.0,0.0
ljthomson,0,0.0,0.0
rylindsley,0,0.0,0.0
jodo3k,0,0.0,0.0
michael2,0,0.0,0.0
diego_cath,0,0.0,0.0
SeanMorrison,5,8.114785345920482E-4,0.0
atze1511,0,0.0,0.0
AppleLies,0,0.0,0.0
CarlosAEchevarria,0,0.0,0.0
RicharDeanAreMe,0,0.0,0.0
JerjuanLawson,0,0.0,0.0
StraightlineBoy,0,0.0,0.0
RayDuran,4,8.114785345920482E-4,0.0
RuhulAmin,0,0.0,0.0
Brendon923,0,0.0,0.0
elchicano99,0,0.0,0.0
Jfblagden1,0,0.0,0.0
jonnikuest,0,0.0,0.0
rloops,0,0.0,0.0
daaavaaa,0,0.0,0.0
AamnahAkram,0,0.0,0.0
Turbojacket,0,0.0,0.0
baldEngineer,0,0.0,0.0
erikeric,0,0.0,0.0
americanhanko,0,0.0,0.0
cmp,0,0.0,0.0
scottishwildcat,4,8.114785345920482E-4,0.0
hlovatt,0,0.0,0.0
TaylorMarks,0,0.0,0.0
BrianMeola,0,0.0,0.0
RonBokleman,3,8.114785345920482E-4,0.0
RayDoan,0,0.0,0.0
AnonymousComme2,0,0.0,0.0
wim.deblauwe,0,0.0,0.0
jloloew,0,0.0,0.0
shesageekau,0,0.0,0.0
whshep,0,0.0,0.0
zork66,0,0.0,0.0
tim.rowledge,0,0.0,0.0
macjohnmcc,0,0.0,0.0
Ousley,0,0.0,0.0
ssspinball,0,0.0,0.0
andy2na,0,0.0,0.0
skeuomorphic,0,0.0,0.0
cdolson,0,0.0,0.0
SVM,0,0.0,0.0
MichaelKaplan,0,0.0,0.0
laughograms,0,0.0,0.0
JustinChandlerWilcox,0,0.0,0.0
genebernice,0,0.0,0.0
seanpcarr,0,0.0,0.0
gurudayalkhalsa,0,0.0,0.0
CameronMartin,0,0.0,0.0
Appledystopia,0,0.0,0.0
FredOchs,0,0.0,0.0
Micah C,0,0.0,0.0
woudje,4,8.114785345920482E-4,0.0
kptkarl,0,0.0,0.0
jlpj,0,0.0,0.0
MichaelKimble,0,0.0,0.0
DelFox,0,0.0,0.0
MichaelMcGlothlin,0,0.0,0.0
RobÃ…nderson,0,0.0,0.0
MichaelEssany,0,0.0,0.0
ShameerMulji,0,0.0,0.0
findhans@aol.com,0,0.0,0.0
MatsSvensson,0,0.0,0.0
jonneygee,0,0.0,0.0
LunaticSX,0,0.0,0.0
chrisryan,0,0.0,0.0
JimmyAnderson,0,0.0,0.0
indiekiduk,4,8.114785345920482E-4,0.0
kreeger,0,0.0,0.0
KeithMyer,0,0.0,0.0
mikofox,0,0.0,0.0
mrakocy,0,0.0,0.0
mappingnebraska,2,8.114785345920482E-4,0.0
rguico,0,0.0,0.0
ryan.moraes,0,0.0,0.0
EnzoLombardi,0,0.0,0.0
ChristopherS.Johnson,0,0.0,0.0
adamcole83,0,0.0,0.0
MarioRubios,0,0.0,0.0
josey4628,0,0.0,0.0
TomGarner,0,0.0,0.0
PhilCastaneda,0,0.0,0.0
Epimenio,0,0.0,0.0
Thoom,0,0.0,0.0
diversiform.metal.art,0,0.0,0.0
jderas,0,0.0,0.0
chris9,0,0.0,0.0
stevelucky76,0,0.0,0.0
TomDavey,0,0.0,0.0
mymohawkhurts,3,8.114785345920482E-4,0.0
deceres,0,0.0,0.0
RohanPrabhu,0,0.0,0.0
reneMAC,1,8.114785345920482E-4,0.0
iMuggle,0,0.0,0.0
Coyote,6,8.114785345920482E-4,0.0
alanshutko,0,0.0,0.0
StevenHovater,3,8.114785345920482E-4,0.0
DavidCook,3,8.114785345920482E-4,0.0
keizer790,0,0.0,0.0
rssandal,0,0.0,0.0
ncstrev,0,0.0,0.0
Mo,0,0.0,0.0
arbeestl,0,0.0,0.0
EvanForman,5,8.114785345920482E-4,0.0
MaximiullisSezar,0,0.0,0.0
smlombardi,0,0.0,0.0
theller,0,0.0,0.0
music2myear,0,0.0,0.0
GamerJunkdotNet,0,0.0,0.0
buzglyd,0,0.0,0.0
xisanadu,0,0.0,0.0
bruce.pondo,0,0.0,0.0
sportmac,0,0.0,0.0
reallydaryl,0,0.0,0.0
cautionbug,0,0.0,0.0
jhckstp,0,0.0,0.0
dannysullivan,0,0.0,0.0
wellsm,0,0.0,0.0
ekivemark,0,0.0,0.0
chrisbr1ddon,0,0.0,0.0
kevinweel,0,0.0,0.0
teklegal,4,8.114785345920482E-4,0.0
rphunter42,0,0.0,0.0
elranzer,2,8.114785345920482E-4,0.0
hhollick,1,8.114785345920482E-4,0.0
PetriOosthuizen,0,0.0,0.0
tim2,0,0.0,0.0
mattestes,0,0.0,0.0
Fofer,0,0.0,0.0
pcarn9,0,0.0,0.0
richjharris,0,0.0,0.0
cgs101,4,8.114785345920482E-4,0.0
8bitogre,4,8.114785345920482E-4,0.0
TeflonFong,0,0.0,0.0
pidstein,0,0.0,0.0
isNoOp,0,0.0,0.0
Darth Dianthus,4,8.114785345920482E-4,0.0
mrobeef,0,0.0,0.0
QuadraQ,2,8.114785345920482E-4,0.0
frankus,0,0.0,0.0
Chris Woodard,0,0.0,0.0
JasonHolmes,0,0.0,0.0
Ben3,0,0.0,0.0
garlandsmith,0,0.0,0.0
mikehays,0,0.0,0.0
JustinCurley,0,0.0,0.0
liddilTweet,0,0.0,0.0
upgrademycredit1,0,0.0,0.0
joshandbrandy,0,0.0,0.0
RogerLo,0,0.0,0.0
freierdw,0,0.0,0.0
MatthewMcDole,0,0.0,0.0
joaojotta,0,0.0,0.0
goaten,0,0.0,0.0
johnnymotel,0,0.0,0.0
unndun,0,0.0,0.0
JonathanLesnick,0,0.0,0.0
donfmorrison,0,0.0,0.0
thirdprize,0,0.0,0.0
doubledeej,4,8.114785345920482E-4,0.0
theangryintern,0,0.0,0.0
kirkv,0,0.0,0.0
arougthopher,0,0.0,0.0
StephenBanks,0,0.0,0.0
brucearthurhall,0,0.0,0.0
richard.r.liu,0,0.0,0.0
Jason Helms,0,0.0,0.0
rbarthle17,0,0.0,0.0
JohnMegna,0,0.0,0.0
Doc,0,0.0,0.0
rob.jonson,0,0.0,0.0
droslovinia,0,0.0,0.0
RiccardoMariaMantero,0,0.0,0.0
alexandre.cassagne,0,0.0,0.0
DavidSchlesinger,0,0.0,0.0
MGLeet,0,0.0,0.0
jason.luckey,0,0.0,0.0
barak,0,0.0,0.0
OlsenEirik,0,0.0,0.0
SamWilliams,0,0.0,0.0
ariasp00,0,0.0,0.0
Brooke.W,0,0.0,0.0
strredwolf,0,0.0,0.0
Johnny Tucats,0,0.0,0.0
nguyener,0,0.0,0.0
alexp700,0,0.0,0.0
ajckerr,0,0.0,0.0
mokolabs,0,0.0,0.0
Jwink3101,0,0.0,0.0
Video Joe,2,8.114785345920482E-4,0.0
ScottThomasJones,0,0.0,0.0
crussia,0,0.0,0.0
kballweg,0,0.0,0.0
pdcorlis,0,0.0,0.0
EricAitala,0,0.0,0.0
ShawnBoyle,0,0.0,0.0
FrankGilroy,0,0.0,0.0
michaelstuartlarmon,0,0.0,0.0
ashley_slomo,0,0.0,0.0
Slyjester,0,0.0,0.0
bjeong1381,0,0.0,0.0
DrewGoodman,0,0.0,0.0
Scotty2hotty654,0,0.0,0.0
BlueCorn,0,0.0,0.0
chrisinsiam,0,0.0,0.0
GeorgeCreedle,0,0.0,0.0
MatthewSlaughter,10,8.114785345920482E-4,0.0
geo1378,0,0.0,0.0
mittell,0,0.0,0.0
stanleygarland,0,0.0,0.0
HarkenApp,0,0.0,0.0
mpineda25,0,0.0,0.0
tonyae1989,0,0.0,0.0
stoicatheist,0,0.0,0.0
eric.mariacher,0,0.0,0.0
DavidM.Cotter,0,0.0,0.0
unpeople,0,0.0,0.0
IAMNOKUMA,0,0.0,0.0
acarioti,3,8.114785345920482E-4,0.0
BRIGHTdriver,0,0.0,0.0
MichaelYoshizawa,0,0.0,0.0
smurf,0,0.0,0.0
jazzapple65,0,0.0,0.0
John14,0,0.0,0.0
BobbyAutrey,0,0.0,0.0
SharonGreen,0,0.0,0.0
John8,0,0.0,0.0
gmerin,0,0.0,0.0
gfn57,0,0.0,0.0
reao417,0,0.0,0.0
CGT105,0,0.0,0.0
SethGoldberg,5,8.114785345920482E-4,0.0
Drewwit,0,0.0,0.0
john r,0,0.0,0.0
Snorko,0,0.0,0.0
iGadget,0,0.0,0.0
AshleyJamesStewart,0,0.0,0.0
marcintosh,6,8.114785345920482E-4,0.0
incitatus.feedbag,0,0.0,0.0
EdwardJames,6,8.114785345920482E-4,0.0
sonofjudy,0,0.0,0.0
scottr,0,0.0,0.0
J1,0,0.0,0.0
utarasone,0,0.0,0.0
VoiceofReason,0,0.0,0.0
minime,3,8.114785345920482E-4,0.0
mike.cornell98,1,8.114785345920482E-4,0.0
nachorrin,0,0.0,0.0
Samsux_Fallacy,0,0.0,0.0
venicejeff,0,0.0,0.0
akula34,0,0.0,0.0
alexiusig,0,0.0,0.0
MontgomeryGabrys,5,8.114785345920482E-4,0.0
DavePeterson,0,0.0,0.0
TJMaccer,2,8.114785345920482E-4,0.0
cdavenport4,0,0.0,0.0
MichaelManna,0,0.0,0.0
jefloodiv,0,0.0,0.0
Beadfeed,0,0.0,0.0
StephenEllerington,3,8.114785345920482E-4,0.0
Lightbow,0,0.0,0.0
Skate ryan,0,0.0,0.0
OneSmallStepAus,0,0.0,0.0
jscotta44,0,0.0,0.0
mandelbrot,0,0.0,0.0
MartinWest,0,0.0,0.0
KevinLohman,0,0.0,0.0
justinesgar,0,0.0,0.0
mrsagansay,0,0.0,0.0
PhilipDunlop,0,0.0,0.0
jpvrftw,0,0.0,0.0
BillWheeler,0,0.0,0.0
lozano.mike,0,0.0,0.0
Binaree,0,0.0,0.0
JonathanGleich,0,0.0,0.0
Surmall,0,0.0,0.0
lifepanels,0,0.0,0.0
NAnder7704,0,0.0,0.0
bobbyco,0,0.0,0.0
marc.cardwell,0,0.0,0.0
webber437,0,0.0,0.0
GregoryPierce,8,8.114785345920482E-4,0.0
ThomasFiscoe,0,0.0,0.0
kabirjohnson1,0,0.0,0.0
Beanzgirl,0,0.0,0.0
sansee35,0,0.0,0.0
sipatel786,0,0.0,0.0
AppleRebellion,0,0.0,0.0
bennettoverby,0,0.0,0.0
DarlaMack,0,0.0,0.0
macintologist,0,0.0,0.0
marchamlin,0,0.0,0.0
Debra,0,0.0,0.0
gardnerisgod,0,0.0,0.0
CurtisWeakley,0,0.0,0.0
Andrew,0,0.0,0.0
MrEdofCourse,0,0.0,0.0
pusta2,0,0.0,0.0
herozup,0,0.0,0.0
CodeRapture,0,0.0,0.0
BruceKolman,0,0.0,0.0
jriddle127,0,0.0,0.0
CatRodery,0,0.0,0.0
BrianMorris,0,0.0,0.0
iftikhardik,0,0.0,0.0
johnlaur,0,0.0,0.0
Minnie_Bet,0,0.0,0.0
ollytownley,4,8.114785345920482E-4,0.0
mmaitzen,0,0.0,0.0
thekumar,1,8.114785345920482E-4,0.0
captmrgnx,0,0.0,0.0
bishopporter,0,0.0,0.0
computergeeksjw,0,0.0,0.0
MeghuDoshi,0,0.0,0.0
TuGreystones,0,0.0,0.0
smashinghow,0,0.0,0.0
khiddy,0,0.0,0.0
hmurchison,0,0.0,0.0
MarkRay,0,0.0,0.0
appledude643,0,0.0,0.0
idiopathicfawning,0,0.0,0.0
Todd,3,8.114785345920482E-4,0.0
JennyJones1,0,0.0,0.0
ninjapants,0,0.0,0.0
bluetrance,2,8.114785345920482E-4,0.0
lonseidman,0,0.0,0.0
apolinski,5,8.114785345920482E-4,0.0
davidbukva2,0,0.0,0.0
alan.perry,0,0.0,0.0
Wanderingjb,0,0.0,0.0
ken1171,0,0.0,0.0
benzworm,0,0.0,0.0
doncullen,0,0.0,0.0
MarkGranger,0,0.0,0.0
JohnVanRoekel,0,0.0,0.0
mzazon,0,0.0,0.0
luigimd,0,0.0,0.0
jetenginejesus,3,8.114785345920482E-4,0.0
graaff,0,0.0,0.0
aegirth,0,0.0,0.0
SimonGreen,0,0.0,0.0
MathiasBengtsson,0,0.0,0.0
crankbait,0,0.0,0.0
christianoliff,0,0.0,0.0
AndrewRodriguez,0,0.0,0.0
zorinlynx,0,0.0,0.0
macbitz,0,0.0,0.0
mike.culbertson,0,0.0,0.0
eaglebtc00,0,0.0,0.0
TextuallyActive,0,0.0,0.0
HiccupTalks,0,0.0,0.0
jimothy4j,0,0.0,0.0
jnbbristow,0,0.0,0.0
GabrielSchroeder,0,0.0,0.0
tcatkinson,0,0.0,0.0
AaronSoderholm,0,0.0,0.0
jackbramhall1,0,0.0,0.0
spicypepper,0,0.0,0.0
TylerHurst,0,0.0,0.0
texjunkmail,0,0.0,0.0
marcushe,7,8.114785345920482E-4,0.0
ninjapanda,0,0.0,0.0
WillTeno,0,0.0,0.0
bdshort,0,0.0,0.0
dextermcb,0,0.0,0.0
JohnColangelo,0,0.0,0.0
sandman619,0,0.0,0.0
mostlyfreeideas,0,0.0,0.0
MikeCohen,1,8.114785345920482E-4,0.0
ArmanForouzannia,3,8.114785345920482E-4,0.0
MindTheRant,0,0.0,0.0
acpryor,0,0.0,0.0
VKM,0,0.0,0.0
Maxx,4,8.114785345920482E-4,0.0
mangoldm,0,0.0,0.0
cbrouse,0,0.0,0.0
Scandalous,0,0.0,0.0
C1,0,0.0,0.0
mickey.pullen,0,0.0,0.0
JoshuaBendallLawrence1,0,0.0,0.0
NorCalExplorer,0,0.0,0.0
hpp23,0,0.0,0.0
culweygh,0,0.0,0.0
allan,0,0.0,0.0
khandotazee,0,0.0,0.0
donmontalvo,3,8.114785345920482E-4,0.0
alex0404,0,0.0,0.0
nickbrierley1,0,0.0,0.0
rudiwells,0,0.0,0.0
ChristopherA,0,0.0,0.0
SherinJones,0,0.0,0.0
piccolo,0,0.0,0.0
Wayne Bradshaw,6,8.114785345920482E-4,0.0
DwayneW,2,8.114785345920482E-4,0.0
guskof,0,0.0,0.0
knitsquirrel,0,0.0,0.0
ValerioParisMitritsakis,0,0.0,0.0
GabrielaGomez,0,0.0,0.0
JimA,0,0.0,0.0
ToddGeneva,4,8.114785345920482E-4,0.0
pmehdizadeh,4,8.114785345920482E-4,0.0
ssteve,7,8.114785345920482E-4,0.0
ProfJerry,0,0.0,0.0
Gordon108923102398,0,0.0,0.0
MikeGaudiello,0,0.0,0.0
the_marine,0,0.0,0.0
macewan,0,0.0,0.0
transcriptionvendors,0,0.0,0.0
tonyvarin13,0,0.0,0.0
TimStiles,0,0.0,0.0
smith9721,0,0.0,0.0
_theboyrossy_,0,0.0,0.0
pblaising,0,0.0,0.0
SteveVape,0,0.0,0.0
derek,0,0.0,0.0
William,0,0.0,0.0
CraigT.Neises,0,0.0,0.0
TimothyWilliamson,3,8.114785345920482E-4,0.0
ChrisMerrill,0,0.0,0.0
JonFÃ¶x,0,0.0,0.0
darkhorsemba,0,0.0,0.0
madebypixle,0,0.0,0.0
MarkPetereit,0,0.0,0.0
adalesandro,0,0.0,0.0
dakotaUA,0,0.0,0.0
n13,0,0.0,0.0
GregHughes,0,0.0,0.0
jasonmoehrle,0,0.0,0.0
apocolipse269,0,0.0,0.0
LaRissaHenderson,0,0.0,0.0
GP,0,0.0,0.0
kvanrhee,0,0.0,0.0
joshzytkiewicz,2,8.114785345920482E-4,0.0
ricklkramer,0,0.0,0.0
dan_lai,0,0.0,0.0
Hockey67,0,0.0,0.0
LameLefty,0,0.0,0.0
CarlParker,0,0.0,0.0
dezign999,0,0.0,0.0
ZKeller,0,0.0,0.0
JRouse,0,0.0,0.0
burningneuron,0,0.0,0.0
GiovanniRutigliano,0,0.0,0.0
sbessel,0,0.0,0.0
Peter5,0,0.0,0.0
vince.ng1,0,0.0,0.0
EmanuelaKireva,3,8.114785345920482E-4,0.0
MarkWilliams,0,0.0,0.0
MattG,5,8.114785345920482E-4,0.0
tapuckita,4,8.114785345920482E-4,0.0
JDP81,0,0.0,0.0
gpwdeux,0,0.0,0.0
truearkael,0,0.0,0.0
adrummond7,0,0.0,0.0
sr6376,0,0.0,0.0
tax,0,0.0,0.0
bob.c.taylor,0,0.0,0.0
principalfeeney,0,0.0,0.0
gregory.brownii,0,0.0,0.0
Sekkyo,0,0.0,0.0
ed1,0,0.0,0.0
JoeyZuraski,0,0.0,0.0
jvwain1,0,0.0,0.0
CameronBackes,0,0.0,0.0
stevehayes,0,0.0,0.0
ManfredZorn,0,0.0,0.0
bkenney,0,0.0,0.0
sonyfreak23,0,0.0,0.0
lardh,0,0.0,0.0
guestcommenter,0,0.0,0.0
MrKai,0,0.0,0.0
Doormouse10,0,0.0,0.0
CGherb,0,0.0,0.0
generalcoin,0,0.0,0.0
joe7,0,0.0,0.0
DanKoeppel,0,0.0,0.0
cbrueggenolte,0,0.0,0.0
TheRhino,0,0.0,0.0
plastic.sushi,0,0.0,0.0
jamesroseuk,1,8.114785345920482E-4,0.0
ckb,0,0.0,0.0
WilliamCervini,0,0.0,0.0
CRTurboGuy,0,0.0,0.0
thomasdave,0,0.0,0.0
Zbaris,0,0.0,0.0
leicaman,1,8.114785345920482E-4,0.0
luinily,0,0.0,0.0
iplay3chords,0,0.0,0.0
